ID,Название навыка,Описание навыка и компетенции,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AD Posting,"is an opportunity of earning extra money online by working part time and working from your home at your convenient time. Ad Posting Job, as the name indicates its 100% pure Ad posting . The interesting part is that how wisely you are posting ads and Filling Forms and how your Ad Posting is better than rest of the people doing the same on the web.It is 100% Genuine. Payments are much higher in the Ad Posting Job.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Automation," - это процесс верификации программного обеспечения, при котором основные функции и шаги теста, такие как запуск, инициализация, выполнение, анализ и выдача результата, выполняются автоматически при помощи инструментов для автоматизированного тестирования.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apache POI,"это библиотека на языке Java для чтения и записи документов Microsoft  Office, таких как Excel, PowerPoint и Word. С помощью POI вы программно создавать новые или изменять",,,,,,,,,,,,,,,,,,,,,,существующие ,,"документы, индексировать ",,,"текст,обрабатывать вложенные обьекты и много чего другого. "
,A/B Testing," метод маркетингового исследования, суть которого заключается в том, что контрольная группа элементов сравнивается с набором тестовых групп, в которых один или несколько показателей были изменены, для того, чтобы выяснить, какие из изменений улучшают целевой показатель. Примером может служить исследование влияния цветовой схемы, расположения и размера элементов интерфейса на конверсию сайта",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amazon EC2,"хостинг виртуальных серверовAmazon Elastic Compute Cloud (Amazon EC2) – это веб-сервис, предоставляющий масштабируемые вычислительные ресурсы в облаке. Он упрощает процесс крупномасштабных вычислений в облаке для разработчиков.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,AccountMate,"AccountMate разрабатывает и продает полностью изменяемую программное обеспечение бухгалтерского учета. Системы варьируются от одиночных версиях пользователю те, которые поддерживают сотни пользователей одновременно. Программное обеспечение AccountMate распределяется исключительно через всемирную канала уполномоченных поставщиков решений.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Biotechnology,"развитие технологий, в которых для производства материалов,применяемых в медицине и промышленности, используются различные биологические процессы. Например,создание антибиотиков основано на активности различных грибков и бактерий. Недавние открытия в областигенной инженерии, подтвердившие, что человеческие гены клонируются в клетках бактерий, позволилиприступить к широкомасштабному производству гормонов (особенно инсулина), вакцин, интерферона, атакже ряда других крайне полезных для человека веществ.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,BDD,"Разработка, основанная на тестировании (test-driven development) – это отличная практическая идея, но некоторые разработчики не могут преодолеть концептуальную пропасть, с которой у них ассоциируется слово тестирование. В этой статье Эндрю Гловер продемонстрирует более естественный способ интеграции основных принципов TDD в практическое программирование. Познакомьтесь с behavior-driven development (разработка, основанная на функционировании) с помощью инфраструктуры JBehave и узнайте, что произойдет, если фокусироваться на том, как программа работает, а не на том, что она производит в конечном итоге.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,BPEL,BPEL (Business Process Execution Language – язык выполнения бизнес-процессов) – это язык сервисов. Автоматизация бизнес-процессов: Компания VBizSoft: IT консалтинг и разработка решений для бизнеса,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bada," — платформа для мобильных телефонов с сенсорными экранами («тачфонов»), умных телевизоров и умных часов. Разрабатывалась компанией Samsung Electronics на основе опыта разработки и развитияпроприетарной платформы SHP (Samsung Handset Platform). Телефоны на платформе bada получили название «бадафоны» (bada phones) и позиционировались производителем как смартфоны.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,BPCS,"Бизнес-планирование и система управления (АСУТП) является популярной системой прикладных программ для изготовления и других отраслей промышленности, которые разработаны и продаваемых программных систем Associates (SSA). SSA сообщает, что СКАД установлен на более чем 8000 рабочих мест по всему миру.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,BeOS,"BeOS (не путать с BIOS) — операционная система, история которой начинается в 1991 г. Изначально разрабатывалась как базовая ОС для BeBox. К выгодным отличиям BeOS от других популярных в то время систем относят многопоточность, микроядерность, поддержку многопроцессорных архитектур, 64-битную журналируемую файловую систему, крайне удобный и простой пользовательский интерфейс.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,BREW,"BREW (Binary Runtime Environment for Wireless — дословно «двоичная среда исполнения для беспроводных устройств») - программная платформа, позволяющая владельцам мобильных телефонов сравнительно быстро загружать приложения и работать с ними. Разработчиком платформы стала американская компания Qualcomm - ""прародитель"" CDMA. Именно поэтому изначально BREW была предназначена для телефонов, поддерживающих данную технологию (стандарт CDMA 2000 1X). Однако ничто не мешает использовать эту платформу и в GSM-трубках - вопрос скорее ""политический"", чем технический.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bash,"Bash — это командный процессор, работающий, как правило, в интерактивном режиме в текстовом окне. Bash также может читать команды из файла, который называется скриптом (или сценарием). Как и все Unix-оболочки, он поддерживает автодополнение имён файлов и директорий, подстановку вывода результата команд, переменные, контроль за порядком выполнения, операторы ветвления и цикла. Ключевые слова, синтаксис и другие основные особенности языка были заимствованы из sh. Другие функции, например, история, были скопированы из csh и ksh. Bash в основном удовлетворяет стандарту POSIX, но с рядом расширений",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Boost,"Boost — собрание библиотек классов, использующих функциональность языка C++ и предоставляющих удобный, кроссплатформенный, высокоуровневый интерфейс для лаконичного кодирования различных повседневных подзадач программирования (работа с данными, алгоритмами, файлами, потоками и т. п.).",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Basic, — универсальный код символических инструкций для начинающих) — семейство высокоуровневых языков программирования. ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bacula,"Bacula — кроссплатформенное клиент-серверное программное обеспечение, позволяющее управлять резервным копированием, восстановлением, и проверкой данных по сети для компьютеров и операционных систем различных типов.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bitrix,"- это профессиональная система управления веб-проектами, универсальный программный продукт для создания, поддержки и успешного развития: корпоративных сайтов",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Benhali," язык бенгальцев, один из языков индоарийской ветвииндоевропейской языковой семьи. Распространён в Бангладеш и индийском штате Западная Бенгалия, кроме того, носители языка живут в индийских штатах Трипура, Ассам и Андаманские и Никобарские острова.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Biology,"наука, изучающая живые организмы (растения, животных имикроорганизмы), их строение и функции, а также их отношения друг с другом и с неживой природой. -Биологический (biological).",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Betfair," - это сравнительно новое направление интернет ставок на спорт, которое будет интересно как любителям спортивных прогнозов, так и финансистам и игрокам на валютной бирже Forex. Лучшей биржей ставок несомненно является Лондонская Betfair.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,BlueBox,"— электронное устройство, позволявшее абонентам путем нажатия на кнопки посылать в телефонную линию служебные сигналы, использовавшиеся операторами телефонной связи для коммутации звонков на большие расстояния[1]. Первоначально устройства часто выполнялись в виде синей коробки, отсюда и произошло название.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,BlazeDS," — серверная Java-технология для передачи данных, которая позволяет установить соединение с удалёнными back-end данными и брать эти данные в режиме реального времени для Adobe Flex и Adobe AIR rich Internet applications (RIA). Технология открытая.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Big Data," – этопроблема. Проблема хранения и обработки гигантских объемов данных. С другой стороны, обработка больших объемов информации – это только часть «айсберга».",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bing Ads," это простой в использовании инструмент, позволяющий вам управлять Bing Ads аккаунтом в оффлайн режиме, а затем загружать все изменения одним щелчком мыши. Преимуществом Bing Ads Editor является то, что вы можете попробовать разнообразные «что если...» сценарии без изменения настроек основного аккаунта. Кроме того, он экономит время, благодаря быстрой синхронизации, предлагает усовершенствованное копирование и вставку и многое другое. ",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bugzilla, — свободная система отслеживания ошибок (багтрекинга) с веб-интерфейсом.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Buildium,"Приложение Buildium расширяет индустрии программного обеспечения управления ведущим недвижимость из них в поле, где вы делаете свою работу.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Basecamp,"— это онлайн-инструмент для управления проектами, совместной работы и постановки задач по проектам, созданный компанией 37signals.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Balsamiq,"— это сервис для построения макетов пользовательских интерфейсов веб-сайтов, мобильных приложений и обычных программ.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bluetooth,"— производственная спецификация беспроводных персональных сетей (англ. Wireless personal area network, WPAN). Bluetooth обеспечивает обмен информацией между такими устройствами как персональные компьютеры (настольные, карманные, ноутбуки), мобильные телефоны, принтеры, цифровые фотоаппараты, мышки, клавиатуры, джойстики, наушники, гарнитуры на надёжной, бесплатной, повсеместно доступной радиочастоте для ближней связи. Bluetooth позволяет этим устройствам сообщаться, когда они находятся в радиусе до 10 метров друг от друга (дальность сильно зависит от преград и помех), даже в разных помещениях.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Blrnder 3D," — свободный, профессиональный пакет для создания трёхмерной компьютерной графики, включающий в себя средства моделирования, анимации, рендеринга, постобработки и монтажа видео со звуком, компоновки с помощью «узлов» (Node Compositing), а также для создания интерактивных игр. В настоящее время пользуется наибольшей популярностью среди бесплатных 3D редакторов в связи с его быстрым и стабильным развитием, которому способствует профессиональная команда разработчиков.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bootstrap,"— свободный набор инструментов для создания сайтов и веб-приложений. Включает в себя HTML и CSS шаблоны оформления для типографики, веб-форм, кнопок, меток, блоков навигации и прочих компонентов веб-интерфейса, включая JavaScript-расширения.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bartending,— в работе бармена приготовление коктейлей с использованием элементов жонглирования.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BuddyPress,"- Пакет скриптов с открытым кодом для построения социальной сети, владельцем которого является Automattic с 2008 года. [1] Есть плагином для WordPress, который превращает его в платф социальной сети. [2] BuddyPress создан с целью позволить школам, компани",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Blackboard,"Компания Blackboard является мировым лидером в сфере дистанционных образовательных технологий за счет предоставления уникального комплекса услуг и интегрированных программных решений, которые успешно используются более чем в 10 000 организаций по всему миру. ",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Banner," — графическое изображение рекламного характера, аналогичное рекламному модулю в прессе. Может быть как статичным изображением или даже текстом, так и содержать анимированные элементы (вплоть до видео и интерактивных объектов). Как правило, содержит гиперссылку на сайт рекламодателя или страницу с дополнительной информацией.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,BlitzBasic,"это язык программирования (и теперь языковая семья) Марк Сибли. Это имеет большой опыт по созданию высокой скорости игры быстро и легко (прототипов). Старые версии не были привязаны к DirectX, но это уже не так.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bookkeeping," является запись финансовых операций, и является частью процесса учета в бизнесе . [1] Сделки включают покупках, продажах, квитанции и платежи от отдельного человека или организации / корпорации. Есть несколько стандартных методов учета, такие как системы бухгалтерского учета однократной и двойная запись , но, в то время как они могут рассматриваться как ""реальной"" бухгалтерии, любой процесс, который включает в себя запись финансовых операций является бухгалтерия обработать.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bigcommerci,"является частной технологической компанией, которая разрабатывает программное обеспечение для электронной коммерции для бизнеса. ",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Backbone.JS," — JavaScript-библиотека, основанная на шаблоне проектирования Model-View-Presenter (MVP), предназначена для разработки веб-приложений с поддержкой RESTful JSON интерфейса. Backbone — очень лёгкая библиотека (упакованная и gzip-сжатая 6.3 Кб), но для работы необходима библиотека Underscore.js, а для поддержки REST API и работы с DOM элементами рекомендуется подключить jQuery-подобную библиотеку: jQuery или Zepto. ",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Blog writing," является обсуждение или информационный сайт опубликован на World Wide Web , состоящей из дискретных входов ( ""сообщения""), как правило, отображаются в обратном хронологическом порядке (самый последний пост появляется первая).",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Book writing,"является человеком, который использует написаны слова в различных стилях и техниках для передачи идей. Писатели производить различные формы литературного творчества и творчества, такие какроманы , рассказы , стихи , пьесы , киносценарии и очерки , а также различные утилитарные формы, такие какотчеты и новостных статей.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,B2B," — термин, определяющий вид информационного и экономического взаимодействия, классифицированного по типу взаимодействующих субъектов, в данном случае это — юридические лица, которые работают не на конечного рядового потребителя, а на такие же компании, то есть на другой бизнес.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Banner Desing," психологическая оптическая иллюзия[источник не указан 604 дня], благодаря которой пользователь сайта не замечает рекламные блоки (баннеры) или объекты, похожие на них.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,BGP, — динамический протокол маршрутизации.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bas," является одной из форм представлен в Австралийском налоговом управлении всеми предприятиями, чтобы сообщить своих налоговых обязательств,.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Biostatistics,"является применение статистики к широкому кругу тем в биологии . Наука биостатистике охватывает проектирование биологическихэкспериментов , особенно в медицине , аптеки , сельского хозяйства и рыболовства ; сбор, обобщение и анализ данных из этих экспериментов; и интерпретация, и вывод из, результатов",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Business Plans," — план, программа осуществления бизнес-операций, действий фирмы, содержащая сведения о фирме, товаре, его производстве, рынках сбыта,маркетинге, организации операций и их эффективности",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Blackberry jde,"BlackBerry Java среда разработки (BlackBerry JDE) представляет собой полностью интегрированную среду разработки и моделирования инструмент для построения Java Platform, Micro Edition (ME) Java® приложений для основанных Java® смартфонов BlackBerry.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bulk Marketing,"представляет собой стратегию охвата рынка, в котором фирма решает игнорировать различия сегментов рынка и апеллировать весь рынок с одним предложением или одной стратегии. [",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Boonex Dolphin,"является социальная платформа сети, которая может быть использована для создания сообществ или знакомства сайты социальных сетей, основанных. Boonex Дельфин была вокруг в течение достаточно долгого времени и имеет довольно большой следующий пользователей. В этом BoonEx Дельфин Review, я собираюсь принять вас на экскурсию по бесплатной версии и обсудить некоторые из моих мыслей о продукте и его использовании.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,BizTalk Server,"— программный продукт компании Microsoft, обеспечивающий возможность автоматизации и управления бизнес-процессами на внутрикорпоративном и межкорпоративном уровне. Используя BizTalk, организации могут создавать распределенные бизнес-процессы, интегрирующие различные приложения внутри предприятия, а также реализующие надежное и безопасное взаимодействие с партнерами организации через локальную сеть и интернет. BizTalkтакже позиционируется как Сервер приложений",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Business Models, — концептуальное описание предпринимательской деятельности.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BGL,"BGL имеет третичный квалифицированный персонал поддержки, которые профессионально подготовленных для доставки эффективной и надежной поддержки клиентов - See more at: https://translate.googleusercontent.com/translate_c?depth=1&hl=ru&prev=search&rurl=translate.google.com.ua&sl=en&u=http://www.bglcorp.com/services/support&usg=ALkJrhgeaJGyuH_OGxu3tz9lr19888488w#sthash.6Ggb63Lu.dpuf",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bioinformatics,"является междисциплинарный поле, которое разрабатывает методы и программные средства для понимания биологических данных. В качестве междисциплинарной области науки, биоинформатика сочетает информатику , статистику , математику и инженерное анализировать и интерпретировать биологические данные.Биоинформатика была использована для в кремнии анализ биологических запросов с использованием математических и статистических методов.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brochure," является информативным бумажный документ (часто также используется для рекламы), которые могут быть сложены в шаблон, брошюры или листовки . Брошюры рекламы кусочки основном используют для введения компанию или организацию и сообщить о продукции и / или услуг на целевую аудиторию",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bitrix Intrament,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Blog Comments,"это услуга, которая внешне принимает Коментарии пользователей блога или интернет-газетасообщений. Многие такие услуги позволяют пользователям входить в службу комментарий в блоге хостинга с использованиемсоциальной сети учетные профиля, такие как те из Facebook Connect , Yahoo! , Google , LinkedIn , Myspace и т.д. Такие услуги могут также оказывать влияние на экземпляры спама в комментариях , а предварительная регистрация с комментариями хозяев может быть единственным средством, с помощью которого делать замечания на многих блогах.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,BPO Call Center,"— специализированная организация или выделенное подразделение в организации, занимающиеся обработкой обращений и информированием по голосовым каналам связи в интересах организации-заказчика или головной организации.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brand Licensing,"означает аренду или лизинг нематериальных активов. Это процесс создания и управления контрактами между владельцем марки и компании или человека, который хочет использовать бренд в сочетании с продуктом, в течение согласованного периода времени, в течение согласованного территории. Лицензирование используется владельцев брендов, чтобы расширить товарный знак или символ на продуктах совершенно иной природы.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brand Management,"— управление брендом со стороны владельцев и клиентов (в том числе потенциальных). Под управлением понимается процесс целенаправленного наблюдения и воздействия на объект: целевое изменение/целевой отказ от изменения объекта[1]. Цель — максимизация марочных активов, максимальное использование потенциала бренда ",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Borland SilkTest," является инструментом для автоматизированной функции и регрессионного тестирования корпоративных приложений. [1] Он был первоначально разработан Segue Software , которая была приобретена Borland в 2006 году Borland приобрел Micro Focus International в 2009 году.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Business Writing,"Деловая переписка часто включает сотрудничество с другими, такими как при работе в команде. Как правило, члены команды собираются вместе в начале, в течение Фазы 1, для обмена идеями. На этапе 2, каждый член может работать отдельно, чтобы сделать некоторые письма. Как только это будет сделано, участники могут встретиться вновь для Фазы 3 пересмотреть этот документ в качестве команды.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Black Box Testing," — стратегия (метод) тестирования функционального поведения объекта (программы, системы) с точки зрения внешнего мира, при котором не используется знание о внутреннем устройстве тестируемого объекта. Под стратегией понимаются систематические методы отбора и создания тестов для тестового набора. Стратегия поведенческого теста исходит из технических требований и их спецификаций",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Book cover desing," это искусство включения содержания, стиля , формат , дизайн , и последовательность различных компонентов книги в единое целое",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Business Coaching,"— инструктирование, наставничество, тренировка, занятия с репетитором) — система профессиональных взаимоотношений между специалистом по развитию и росту бизнеса, а также повышение мотивации(коучем) и клиентом, выражающаяся в поддержке и сопровождении человека до получения им необходимого результата в соответствии с его потребностями.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Business analysis,"— дисциплина выявления деловых потребностей и нахождения решений деловых проблем. Решения часто включают компонент разработки систем, но могут также состоять из усовершенствования процессов, организационных изменений или стратегического планирования и разработки политики. Человека, который выполняет эту задачу, называют бизнес-аналитиком.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Box2D,"— компьютерная программа, свободный открытый физический движок. Box2D является физическим движком реального времени и предназначен для работы с двумерными физическими объектами. Движок разработан Эрином Катто (англ. Erin Catto), написан на языке программирования C++ и распространяется на условиях лицензии zlib.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Business valuation," является процессом, а набор процедур, используемых для оценки экономической ценности интерес владельца в бизнес. Оценка используется участниками финансового рынка, чтобы определить цену, которую они готовы платить или получать для осуществления продажи бизнеса. В дополнение к оценке цену продажи бизнеса, те же самые инструменты оценки часто используются бизнес оценщиков для разрешения споров, связанных с имуществом и подарочной налогообложения, развод судебного процесса, выделить бизнес покупную цену среди бизнес-активов, создать формулу для оценки стоимости Доля собственности партнеров для купли-продажи соглашений, и многих других коммерческих и правовых целей, таких как в акционеров тупик, развод судебных и конкурс недвижимости. [1]в некоторых случаях суд назначает судебно-бухгалтер как совместное эксперта делать дело оценка.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Business management," является студентом программа трех лет.Степень BBM предназначен для обучения студентов навыков, необходимых для выполнения роли лидеров в бизнесе и корпоративном мире.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Borland C++ Builder," разработанная фирмой Borland для создания программ на языках программирования Си и C++. Каждая версия среды включает компилятор, поддерживающий свой стандарт языка программирования. Первоначально среда программирования использовалась для создания программ под DOS, но с появлением и распространением Windows и Windows NT были предложены средства для разработки приложений для этих операционных систем.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bank Reconciliation,"является процессом, который объясняет разницу между баланса банка, показанной на организациибанковского счета , информация о которых предоставляется банком, и соответствующая сумма показано на собственных [бухгалтерских] записей организации в конкретный момент времени",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Building Estimation,"Блок оценки потенциала является физическое лицо, количественную оценку материалов , рабочей силы и оборудования, необходимых для завершениястроительства проекта. Строительство смет может касаться различных форм строительства из жилых помещений в хай-подъема и строительных работ. Сметчиковотличаются от строительных оценок в том, что сметчик является формально обучение и аккредитованные профессиональные (степень бакалавра или выше) в области оценки.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Box.net,"представляет собой интернет-файлообменник и управление контентом сервис для бизнеса. Компания приняла Freemium бизнес-модель, и обеспечивает до 10 ГБ бесплатного пространства для хранения личных счетов.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Belle Nuit Subtitler,"Программа обнаружить, редактировать и выводить субтитры для редактирования видео, DVD авторинга и цифрового кино. Переводчики могут обнаружить непосредственно с фильма QuickTime и переводить точно. Субтитры затем могут быть импортированы в Avid Media Composer, Avid Xpress, Avid DS и Final Cut Pro 7 для редактирования. Те же субтитры могут быть отправлены также Adobe Encore DVD, Apple DVD Studio Pro, Соник продюсер и Sonic Scenarist для авторинга. Субтитры также можно использовать для живого субтитров на Texas Instruments Цифровые кинопроекторы. Belle Nuit Subtitler освобождает видео редакторов из монотонной работы и от опечатку ошибок.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Business Development,"включает в себя ряд задач и процессов, как правило, направленных на разработку и реализацию возможностей роста внутри и между организациями. Это подмножество области бизнеса, коммерции и организационной теории. Развитие бизнеса является создание долгосрочной стоимости для организации от клиентов, рынки, и отношений",,,,,,,,,,,,,,,,,,,,,,,,,,,
,Microstation,"продукт для двумерных и трехмерных проектирования и черчения, разработанная и продаваемая Bentley Systems. Последние версии программного обеспечения выпускаются исключительно для операционных систем Microsoft Windows, но исторически MicroStation была доступна для платформ Macintosh и ряда Unix-подобных операционных систем. MicroStation является пакет платформы архитектурно-проектная программное обеспечение, разработанное Bentley Systems, Incorporated. Среди целого ряда вещей, он генерирует 2D / 3D векторные графические объекты и элементы.",,,,,,,,,,,,,,,,,,,,,,,,,,,
